question,answer
"One of the activities in Grade 6 PE class is to get the average weight of the students from each group. In one of the groups, the average weight of five girls is 45 kg while the average weight of five boys is 55 kg. What is the average weight of the ten students from that group?","The sum of the weights of the five girls is 45 kg x 5 = <<45*5=225>>225 kg.
The sum of the weights of the five boys is 55 kg x 5 = <<55*5=275>>275 kg.
The sum of the weights of the ten students is 225 kg + 275 kg = <<225+275=500>>500 kg.
Hence, the average weight of those ten students is 500 kg/10 = <<500/10=50>>50 kg.
#### 50"
Amelia has $60 to spend on her dinner at a restaurant. The first course costs $15 and the second course $5 more. The cost of the dessert is 25% of the price of the second course. How much money will Amelia have left after buying all those meals?,"The second course cost Amelia $15 + $5 = $<<15+5=20>>20.
The dessert cost 25/100 * $20 = $<<25/100*20=5>>5.
That leaves Amelia with $60 - $15 - $20 - $5 = $<<60-15-20-5=20>>20.
#### 20"
"Donna worked 2 hours every morning walking dogs in her neighborhood for $10.00 an hour.  5 days a week, after school, she worked at a card shop for 2 hours and made $12.50 an hour.  On the weekends, she usually made $10.00 an hour babysitting and was guaranteed 4 hours every Saturday from her neighbor.  How much money did she make over 7 days?","She makes $10.00 an hour for 2 hours walking dogs so she makes 10*2 = $<<10*2=20.00>>20.00 every morning
Over 7 days she makes 7*20 = $<<7*20=140.00>>140.00 a week
She makes $12.50 for 2 hours working at a card shop so she makes 12.5*2 = $<<12.5*2=25.00>>25.00
She works there 5 days a week so she makes 5*25 = $<<5*25=125.00>>125.00 a week
She also babysits for 4 hours making $10.00 an hour for a total of 4*10 = $<<4*10=40.00>>40.00
Over 7 days, she makes 140+125+40 = $<<140+125+40=305.00>>305.00
#### 305"
Jake decides to go to the beach for a fun day.  It is a 2-hour drive each way.  He then spends 2.5 times at long at the beach as his total driving time.  How much time does the trip take?,"He drives for a total of 2*2=<<2*2=4>>4 hours
So he spends 4*2.5 =<<4*2.5=10>>10 hours at the beach
That means the total trip took 10+4=<<10+4=14>>14 hours
#### 14"
"On a highway, the total number of vehicles passing is 300. If the number of cars on the highway is twice the number of trucks, find out the total number of trucks on the highway?","If we assume that the number of trucks on the highway is t, the number of cars on the highway will be 2*t = 2t
The total number of cars and trucks on the road is 2t+t= 300
The number of vehicles on the road is 3t=300
The are t=300/3 trucks on the highway.
This means there are t=<<100=100>>100 trucks on the road.
#### 100"
Marco uses a fifth of an ounce of dry tea leaves to brew his morning cup of tea each day. He buys tea leaves in boxes of 28 ounces. How many weeks of daily tea does Marco get from a box?,"Marco gets 28 / 1/5 = 28 * 5 = 140 cups of tea from a box.
At 7 days a week, Marco gets 140 / 7 = <<140/7=20>>20 weeks of daily tea from a box.
#### 20"
"To make yogurt, the company needs milk and fruit. Milk is bought at $1.5 per liter and fruit at $2 per kilogram. To make one batch of yogurt, the company needs 10 liters of milk, and 3 kilograms of fruit. How much does it cost the firm to produce three batches of yogurt?","For the fruits, the company needs to pay 3 * 2 = $<<3*2=6>>6 per batch.
10 liters of milk is a cost of 10 * 1.5 = $<<10*1.5=15>>15 for the company.
So in total one batch is a cost of 15 + 6 = $<<15+6=21>>21.
So three batches of yogurt is a cost of 3 * 21 = $<<3*21=63>>63.
#### 63"
"James sells a $500,000 house for 20% over market value.  He splits the revenue with his 3 brothers.  How much does each person get after taxes take away 10%?","He sells the house for 1+.2=<<1+.2=1.2>>1.2 times its value
So he sells the house for 500,000*1.2=<<500000*1.2=600000>>600,000
He splits the money 1+3=<<1+3=4>>4 ways
So each person gets 600,000/4=$<<600000/4=150000>>150,000 before taxes
Taxes take away 150,000*.1=$<<150000*.1=15000>>15,000
So each person gets 150,000-15,000=$<<150000-15000=135000>>135,000
#### 135000"
"Nedy can eat 8 packs of crackers from Monday to Thursday. If Nedy ate twice the amount on Friday, how many crackers did Nedy eat in all?","Nedy can eat 8 x 4 = <<8*4=32>>32 crackers from Monday to Thursday.
He can eat 8 x 2 = <<8*2=16>>16 packs of crackers on Friday.
Therefore, Nedy ate 32 + 16 = <<32+16=48>>48 crackers in all.
#### 48"
"There are 100 people in a theater. If 19 of these people have blue eyes, half of them have brown eyes, a quarter have black eyes, and the rest have green eyes, how many of them have green eyes?","100/2 = <<100/2=50>>50 people in the theater have brown eyes.
100/4 = <<100/4=25>>25 people in the theater have black eyes.
There are 50+25+19 = <<50+25+19=94>>94 people in the theater with either brown, black, or blue eyes.
There are 100-94 = <<100-94=6>>6 people in the theater with green eyes.
#### 6"
"Hunter needs to make a square patch of land whose perimeter is twice as large as a rectangular patch of land. If the rectangular patch of land has a length of 400 feet and a width of 300 feet, calculate the length of one side of the square patch of land.","If the rectangular patch of land measures 400 feet by 300 feet, the total length around it or its perimeter is given by 2 * 400 + 2 * 300 = 800 + 600 = <<2*400+2*300=1400>>1400
The square patch's perimeter is double that length, so it's 1400 * 2 = <<1400*2=2800>>2800
Since the square has four equal sides, one side of the square patch of land will have a length of 2800/4 = <<2800/4=700>>700 feet
#### 700"
June made a design with 20 equal tiles. Three tiles are yellow and the number of blue tiles is one more than the number of yellow tiles. Six tiles are purple and the remaining tiles are white.  How many white tiles are there?,"There are 3 + 1 = <<3+1=4>>4 blue tiles.
There are a total of 3 + 4 + 6 = <<3+4+6=13>>13 tiles are yellow, blue, and purple.
Hence, 20 - 13 = <<20-13=7>>7 tiles are white.
#### 7"
"Lucille is painting her room. Two of her walls are 3 meters wide and 2 meters tall. The third wall is 5 meters wide and 2 meters tall. The final wall is 4 meters wide and 2 meters tall. If each can of paint covers 2 square meters, how many cans of paint does Lucille need?","For the first set of walls, each wall covers 3 meters wide * 2 meters tall = <<3*2=6>>6 square meters.
There are two of these walls, so this becomes a total of 6 meters * 2 walls = <<6*2=12>>12 square meters.
The third wall covers 5 meters wide * 2 meters tall = <<5*2=10>>10 square meters.
The final wall covers 4 meters wide * 2 meters tall = <<4*2=8>>8 square meters.
So in total, the paint needs to cover 12 + 10 + 8 = <<12+10+8=30>>30 metres.
Since each can covers 2 meters, Lucille needs 30 meters / 2 = <<30/2=15>>15 cans of paint.
#### 15"
"Edmonton is 220 kilometers north of Red Deer. Calgary is 110 kilometers south of Red Deer. If you travel at 110 kilometers per hour, how long will it take to get from Edmonton to Calgary?","Total distance travelled is 220km + 110km = <<220+110=330>>330 km.
Time to travel that far is 330km / 110km/hour = <<330/110=3>>3 hours.
#### 3"
"Johnny is a dog walker. He can walk 3 dogs at once. He gets paid $15 for a 30-minute walk and $20 for a 60-minute walk. Johnny works for 4 hours per day. If he always walks the maximum number of dogs possible and 6 dogs have 60-minute walks per day, how much money does he make in a week where he works 5 days?","Johnny spends 6/3=2 hours walking the 6 dogs who have 60-minute walks.
He makes $20*6=$<<20*6=120>>120 for these walks.
Thus, he has 4-2=2 hours=120 minutes left to walk the other dogs.
He can walk 3*(120/30)=<<3*(120/30)=12>>12 dogs in this time.
Thus, he will make $15*12=$<<12*15=180>>180 on these walks.
In total per day, he makes $120+$180=$<<120+180=300>>300 per day.
Thus, during the week, he makes $300*5=$<<300*5=1500>>1500.
#### 1500"
"It takes Jennifer 20 minutes to groom each of her 2 long hair dachshunds.  If she grooms her dogs every day, how many hours does she spend grooming her dogs in 30 days?","She has 2 dogs and it takes 20 minutes to groom just 1 dog so it takes her 2*20 = <<2*20=40>>40 minutes per day to groom 2 dogs
In 30 days, she will have spent 30*40 = <<30*40=1200>>1,200 minutes grooming her dogs
There are 60 minutes in an hour so she spends 1200/60 = <<1200/60=20>>20 hours grooming her dogs
#### 20"
Hannah hangs a 2 foot by 4 foot painting on a 5 foot by 10 foot wall. What percentage of the wall is taken up by the painting?,"First find the area of the painting: 2 feet * 4 feet = <<2*4=8>>8 square feet
Then find the area of the wall: 5 feet * 10 feet = <<5*10=50>>50 square feet
Then divide the area of the painting by the area of the wall and multiply by 100% to express the answer as a percentage: 8 square feet / 50 square feet * 100% = 16%
#### 16"
"A man divides 3 hectares of land evenly among his 8 sons. If every 750m^2 of this land can be used to make a profit of $500 from every 3 months of commercial farming, how much can each son make if they cultivate their share of the land for one year(1 hectare is equal to 10000 m^2)?","There are 10000m^2 in each hectare, so 3 hectares contains 3*10000 = 30000m^2 of land
30000m^2 is divided among 8 sons so each son will get 30000/8 = <<30000/8=3750>>3750m^2
In every 3750m^2, there are 3750/750 = <<3750/750=5>>5 portions of 750m^2 areas of land
Each son can make 5*$500 = $<<5*500=2500>>2500 every 3 months from cultivating their share
In one year there are 12 months so each son can make $2500 up to 12/3 = <<12/3=4>>4 times in a year
Each son can make a total of $2500*4 = $<<2500*4=10000>>10000 in a year
#### 10000"
"Harvey's started out with 25 steaks. Then he sold some, and only had 12 steaks left. He sold 4 more steaks, at 10 dollars. How many steaks did he sell in all?","Harvey sold 25-12 = <<25-12=13>>13 steaks at first.
Harvey then sold more steaks for a total of 13+4 = <<13+4=17>>17 steaks.
#### 17"
"Amanda charges $20.00 per hour to help clean out and organize a person's home.  She has 5 1.5 hours appointments on Monday, a 3-hours appointment on Tuesday and 2 2-hours appointments on Thursday.  On Saturday, she will spend 6 hours at one client's house.  How much money will she make this week?","She has 5 1.5 hour appointments on Monday for a total of 5*1.5 = <<5*1.5=7.5>>7.5 hours
She has 2 2 hour appointments on Thursday for a total of 2*2 = <<2*2=4>>4 hours
She is working 7.5 hours on Monday, 3 hours on Tuesday, 4 hours on Thursday and 6 hours on Saturday for a total of 7.5+3+4+6 = <<7.5+3+4+6=20.5>>20.5 hours
She charges $20.00 an hour and is working 20.5 hours a week for a total of 20*20.5 = $<<20*20.5=410.00>>410.00
#### 410"
A 10 m long and 8 m wide rectangular floor is to be covered with a square carpet with 4 m sides. How many square meters of the floor are uncovered?,"The area of the floor is 10 m x 8 m = <<10*8=80>>80 square meters.
The area of the carpet is 4 m x 4 m = <<4*4=16>>16 square meters.
Therefore, the area of the floor not covered by the carpet is 80 square meters - 16 square meters = <<80-16=64>>64 square meters,
#### 64"
"At a people counting station, the number of people counted on the first day was twice the total number counted on the second day. If 500 people were counted on the second day, how many people were counted on the two days?","There were 2*500 = <<2*500=1000>>1000 people at the counting station who were counted on the first day.
In the two days, 1000+500 = <<1000+500=1500>>1500 were counted at the station.
#### 1500"
"Hanna has twice as many erasers as Rachel.  Rachel has three less than one-half as many erasers as Tanya has red erasers.  If Tanya has 20 erasers, and half of them are red, how many erasers does Hanna have?","Half of Tanya's 20 erasers are red, so she has 20/2=<<20/2=10>>10 red erasers.
One-half as many erasers as Tanya has red erasers is 10/2=<<10/2=5>>5 red erasers.
Rachel's three less than one-half as many erasers as Tanya's red erasers, which is 5-3=2 erasers.
Hanna has twice as many erasers as Rachel, for a total of 2*2=<<2*2=4>>4 erasers.
#### 4"
"A baker bought cooking ingredients in the supermarket. She bought 3 boxes of flour that cost $3 each box, 3 trays of eggs that cost $10 for each tray, 7 liters of milk that cost $5 each liter, and 2 boxes of baking soda that cost $3 each box. How much will she have to pay for everything?","The total cost for the flour is 3 x $3 = $<<3*3=9>>9.
The total cost of the tray of eggs is 3 x $10 = $<<3*10=30>>30.
The total cost for the liter of milk is 7 x $5 = $<<7*5=35>>35.
The total cost for the box of baking soda is 2 x $3 = $<<2*3=6>>6.
Therefore, the total cost for all the ingredients is $9 + $30 + $35 + $6 = $<<9+30+35+6=80>>80.
#### 80"
"Heloise has dogs and cats in the ratio of 10:17, with the total number of pets being 189. If she gives 10 dogs to her friend Janet, how many dogs does she remain with altogether?","The total ratio for the number of cats and dogs that Heloise has is 10+17 = <<10+17=27>>27
From the ratios, the fraction representing the number of dogs is 10/27, and this represents 10/27*189 = <<10/27*189=70>>70 dogs.
If Heloise gives 10 of her dogs to Janet, she remains with 70-10 = <<70-10=60>>60 dogs.
#### 60"
