question,answer
"Leon ordered 3 sets of toy organizers for $78 per set and 2 gaming chairs for $83 each. If there is a delivery fee that is 5% of the total sales, how much did Leon pay?","How much did the toy organizers cost? ** Three sets of toy organizers cost $78 x 3 = $<<78*3=234>>234.
How much did the gaming chairs cost? ** Two gaming chairs cost $83 x 2 = $<<83*2=166>>166
How much did Leon's orders cost? ** Leon's total orders amount to $234 + $166 = $<<234+166=400>>400.
How much did Leon pay in delivery fees? ** Then, the delivery fee is $400 x 5/100 = $<<400*5/100=20>>20.
How much did Leon pay? ** So, Leon had to pay a total of $400 + $20 = $<<400+20=420>>420.
#### 420"
John buys 20 hours of music a month.  The average length of a song is 3 minutes.  He buys each song for $.50.  How much does he pay for music a year?,"How many minutes of music does John buy in a month? ** He buys 20*60=<<20*60=1200>>1200 minutes of music a month
How many songs does John buy in a month? ** So that is 1200/3=<<1200/3=400>>400 songs
How much does John pay for music a month? ** That means he pays 400*.5=$<<400*.5=200>>200 a month
How much does John pay for music a year? ** So it comes out to 200*12=$<<200*12=2400>>2400 a year
#### 2400"
"Sam earns $10 an hour on Math tutoring. For the first month, he earned $200; and for the second month, he earned $150 more than the first month. How many hours did he spend on tutoring for two months?","How much did Sam earn in the second month? ** For the second month, Sam earned $200 + $150 = $<<200+150=350>>350.
How much did Sam earn in the first two months? ** So, he earned a total of $200 +$350 = $<<200+350=550>>550 for the first two months.
How many hours did Sam spend on tutoring for the first two months? ** Therefore, he spent $550/$10 = <<550/10=55>>55 hours on math tutoring for the first two months
#### 55"
"At Penny’s bakery, her famous blueberry cheesecakes are $7 a slice.  Each cheesecake pie is cut into 6 thick slices.  If she sells 7 cheesecake pies, how much money does she make?","How many slices are in each cheesecake pie? ** There are a total of 7 x 6 = <<7*6=42>>42 cheesecake slices.
How much money does Penny make? ** She makes a total of 42 x $7 = $<<42*7=294>>294.
#### 294"
"Randy feeds his pigs 10 pounds of feed per pig per day.  If Randy has 2 pigs, how many pounds of pig feed will Randy's pigs be fed per week?","How many feedings will Randy's pigs be fed? ** 2 pigs fed for 7 days is a total of 7*2=<<7*2=14>>14 feedings.
How many pounds of pig feed will Randy's pigs be fed per week? ** At 10 pounds per feeding, this amounts to a total of 10*14=<<10*14=140>>140 pounds of pig feed per week.
#### 140"
"Joshua, Jose, and Albert are collecting rocks. Joshua collected 80 rocks while Jose collected 14 fewer rocks. Albert has collected 20 more rocks than Jose. How many more rocks did Albert collect than Joshua?","How many rocks did Jose collect? ** Jose collected 80 - 14 = <<80-14=66>>66 rocks.
How many rocks did Albert collect? ** Albert collected 66 + 20 = <<66+20=86>>86 rocks.
How many more rocks did Albert collect than Joshua? ** Thus, Albert collected 86 - 80 = <<86-80=6>>6 more rocks than Joshua.
#### 6"
"Due to the restrictions of Coronavirus, Mr. Trent, the local store owner, increased the prices of goods at his store by 15% each to make the same income he was making before. If buying an orange was $40 and the price of purchasing a mango was $50, calculate how much it costs in total now to buy ten oranges and ten mangoes at the new prices.","How much did the price of oranges increase? ** If the initial price of orange was $40, after the increase, the price rose by 15/100*$40 = $<<40*15/100=6>>6
How much does it cost to buy an orange now? ** The total price of buying an orange at the new price is $6+$40 = $<<6+40=46>>46
How much did the price of mangoes increase? ** For the mango, the price increased by 15/100*$50 = <<15/100*50=7.5>>7.5
How much does it cost to purchase a mango now? ** The price of purchasing a mango at the new price is $50+$7.5 = <<50+7.5=57.5>>57.5
How much does it cost to buy ten oranges now? ** To buy ten oranges it would cost $46*10 = $<<46*10=460>>460
How much does it cost to buy ten mangoes now? ** To buy 10 mangoes, it now costs $57.5*10 = $<<57.5*10=575>>575
How much does it cost to buy ten oranges and ten mangoes now? ** The total cost of buying ten oranges and ten mangoes is $575+$460 = $<<1035=1035>>1035
#### 1035"
"Mike is building a bridge out of LEGO blocks. To be successful he needs at least 40 bricks of type A, and half that many of type B. In total, he needs to use 150 bricks. How many bricks of other types than mentioned is he going to use?","How many blocks of type B is Mike using? ** Mike is using 40 blocks / 2 = <<40/2=20>>20 blocks of type B.
How many blocks of type A and B does Mike use? ** He uses in total 40 blocks + 20 blocks = <<40+20=60>>60 blocks of type A and B.
How many blocks of other types than mentioned is he going to use? ** So he is going to use 150 blocks - 60 blocks = <<150-60=90>>90 blocks of other types.
#### 90"
"Darla needs to pay $4/watt of electricity for 300 watts of electricity, plus a $150 late fee. How much does she pay in total?","How much does Darla pay for electricity? ** First find the total cost of the electricity: $4/watt * 300 watts = $<<4*300=1200>>1200
How much does Darla pay in total? ** Then add the late fee: $1200 + $150 = $<<1200+150=1350>>1350
#### 1350"
The school store had a sale on pencils. Ten students bought pencils. The first two students bought 2 pencils each. The next six students bought three pencils each and the last two students only bought one pencil each. How many pencils were sold?,"How many pencils did the first two students buy? ** The first students bought 2*2=<<2*2=4>>4 pencils
How many pencils did the next six students buy? ** The next 6 students bought 6*3=<<6*3=18>>18 pencils
How many pencils did the last two students buy? ** The last two students bought 1+1=<<1+1=2>>2 pencils
How many pencils were sold? ** In total the store sold 4+18+2=<<4+18+2=24>>24 pencils
#### 24"
"Julia is performing in her high school musical this weekend and her family wants to come to the show. Tickets are $12 for adults and $10 for children. If her mom, dad, grandma, and three little sisters come to the show, how much will the total be for their tickets?","How much will the tickets cost for the adults? ** The cost will for 3 adults will be $12/adult x 3 adults = $<<12*3=36>>36
How much will the tickets cost for the children? ** The cost for 3 children will be $10/child x 3 children = $<<10*3=30>>30
How much will the tickets cost in total? ** The total cost will be $36 + $30 = $<<36+30=66>>66
#### 66"
"Thomas is 6 years old. His older sister, Shay, is 13 years older than him and 5 years younger than their older brother, James. How old will James be by the time Thomas reaches his current age?","How old is Shay? ** Shay is 6 + 13 = <<6+13=19>>19 years old.
How old is James? ** James is 19 + 5 = <<19+5=24>>24 years old.
How old will James be by the time Thomas reaches his current age? ** Thomas will be 24 in 24 - 6 = <<24-6=18>>18 years.
How old will James be by the time Thomas reaches his current age? ** James will be 24 + 18 = <<24+18=42>>42 years old.
#### 42"
"Martha has 18 crayons. She lost half of them, so she bought a new set of 20 crayons. How many crayons in total does Martha have after the purchase?","How many crayons did Martha lose? ** In the beginning, Martha lost 18 / 2 = <<18/2=9>>9 crayons.
How many crayons in total does Martha have after the purchase? ** So after she bought a set of new crayons, she has in total 9 + 20 = <<9+20=29>>29 crayons.
#### 29"
On March 1st the sun sets at 6 PM.  Every day after the sun sets 1.2 minutes later.  It is 6:10 PM and 40 days after March 1st.  How many minutes until the sun sets?,"How many minutes later will the sun set? ** The sun will set 40*1.2=<<40*1.2=48>>48 minutes later than it does on March 1st.
How many minutes after March 1st will the sun set? ** That means the sun will set at 6:00+48=6:48 PM
How many minutes until the sun sets? ** So that means the time until sunset is 6:48-6:10=<<648-610=38>>38 minutes
#### 38"
"A basketball team won 40 games in their last competition. In the next competition, they won 5/8 times as many games as they won in their first competition. In the third competition, they won the same number of games as the sum of the first and second competition winnings. Calculate the total number of wins they had in the three competitions.","How many games did the team win in the second season? ** If they won 40 games in the first competition, they won 5/8*40 = <<5/8*40=25>>25 games in their second season.
How many games did the team win in the third competition? ** In the third competition, they won games equal to the sum of the games they won in the last two competitions, which is 25+40 = <<25+40=65>>65 games.
How many games did the team win in the three competitions? ** Since the total number of games they won in the first two competitions is 65, and they won 65 more in the third competition, they won a total of 65+65 = <<65+65=130>>130 in all competitions.
#### 130"
"Avery puts 4 shirts in the donation box.  He adds twice as many pants as shirts in the box.  He throws in half as many shorts as pants in the box. In total, how many pieces of clothes is Avery donating?","How many shirts are in the box? ** The total number of shirts in the donation box is <<4=4>>4.
How many pants are in the box? ** The total number of pants in the donation box is 4 x 2 = <<4*2=8>>8.
How many shorts are in the box? ** The total number of shorts in the donation box is 8 / 2 = <<8/2=4>>4.
How many pieces of clothes is Avery donating? ** The total number of clothes donated is 4 + 8 + 4 = <<4+8+4=16>>16 pieces.
#### 16"
"John adopts a dog from a shelter.  The dog ends up having health problems and this requires 3 vet appointments,  which cost $400 each.  After the first appointment, John paid $100 for pet insurance that covers 80% of the subsequent visits.  How much did he pay in total?","How much did John pay for the first vet appointment? ** He got a discount of 400*.8=$<<400*.8=320>>320
How many visits did John get? ** He got that discount for 3-1=<<3-1=2>>2 visits
How much did each of the subsequent visits cost? ** So each of those visits cost 400-320=$<<400-320=80>>80
How much did John pay in total? ** So he paid 2*80=$<<2*80=160>>160 for those visits
How much did John pay in total? ** That means he paid a total of 400+160+100=$<<400+160+100=660>>660
#### 660"
A clinic administered the covid vaccine to 650 people. 80% of the people were adults. How many of the vaccinated people were children?,"How many of the people were children? ** Since 80% of the people were adults, this means 100% - 80% = 20 % were children.
How many of the people were children? ** 20% of the people vaccinated were children. The number of children is 20% of 650.
How many of the children were vaccinated? ** 20% = 0.2, so 0.2 * 650 = <<0.2*650=130>>130 children were vaccinated.
#### 130"
