question,answer
"Three companies, A, B, and C, each purchased 10 ad spaces on a newspaper, with each ad space having a size of 12 foot by 5-foot rectangle. If each square foot ad was charged at $60, how much money did the three pay for the ads combined?","How many square feet does each ad take? ** A size 12 foot by 5-foot rectangle ad takes 12*5 = <<12*5=60>>60 square feet since the area of a rectangle is l*w.
How many square feet did the three companies buy? ** If each company bought 10 ad spaces, the total area that their ads took is 60*10 = <<60*10=600>>600 square feet.
How much did the three companies pay for the ads combined? ** If each square foot of ad space was charged at $60, 600 square feet of ads cost $60*600 = $<<60*600=36000>>36000
How much did the three companies pay for the ads combined? ** If all three companies each purchased an equal number of ad space, together they paid $36000*3 = $<<36000*3=108000>>108000
#### 108000"
Stacy just bought a 6 month prescription of flea & tick medicine for her dog for $150.00 online.  Her cashback app was offering 10% cashback and she has a mail-in rebate for $25.00 on a 6-month prescription.  How much will the medicine cost after cash back and rebate offers?,"How much did the cash back app give her? ** Her cash back app gave her 10% back on $150.00 so that's .10*150 = $<<10*.01*150=15.00>>15.00 cash back
How much did the cash back and rebate offers give her? ** She received $15.00 from the cashback app and has a $25.00 mail-in rebate for a total of 15+25 = $<<15+25=40.00>>40.00 discounts
How much will the medicine cost after cash back and rebate offers? ** She spent $150.00 for the medicine and has $40.00 worth of discounts so the medicine will cost 150-40 = $<<150-40=110.00>>110.00
#### 110"
"There is a 5,200 sq. ft. house and a 7,300 sq. ft. house next to each other. The smaller house is being expanded. If the new total square footage of both houses is 16,000 sq. ft., how much is the smaller house being expanded by, in sq. ft.?","What is the total square footage of the houses, originally? ** Originally, the houses are 7300+5200=<<7300+5200=12500>>12500 sq. ft. in total.
How many sq. ft. is the smaller house being expanded by? ** The smaller house will be expanded by 16000-12500=<<16000-12500=3500>>3500 sq. ft.
#### 3500"
"Sansa is a famous artist, she can draw a portrait and sell it according to its size. She sells an 8-inch portrait for $5, and a 16-inch portrait for twice the price of the 8-inch portrait. If she sells three 8-inch portraits and five 16-inch portraits per day, how many does she earns every 3 days?","How much does Sansa earn every day? ** Sansa earns $5 x 3 = $<<5*3=15>>15 every day by selling three 8-inch portraits.
How much does the 16-inch portrait cost? ** The price of the 16-inch portrait is $5 x 2 = $<<5*2=10>>10 each.
How much does Sansa earn every day? ** So, she earns $10 x 5 = $<<10*5=50>>50 every day by selling five 16-inch portraits.
How much does Sansa earn every day? ** Her total earnings is $50 + $15 = $<<50+15=65>>65 every day.
How much does Sansa earn every 3 days? ** Therefore, the total amount she earns after 3 days is $65 x 3 = $<<65*3=195>>195.
#### 195"
"At an auction event, the price of a TV, whose cost was $500, increased by 2/5 times its initial price. The price of a phone, which was $400, also increased by 40% from its original price. If Bethany had taken both items to the auction, calculate the total amount she received for the items after the sale at the auction.","How much did the TV's price increase? ** If the TV's original price was $500, at the auction, its price increased by 2/5*$500 = $<<2/5*500=200>>200
How much did the TV sell for at the auction? ** The total price at which the TV was sold at the auction is $500+$200 = $<<500+200=700>>700
How much did the phone's price increase? ** The price of the phone also increased at the action, a 40% increase which is 40/100*$400 = $<<40/100*400=160>>160
How much did the phone sell for after the auction? ** The total price that the phone was sold for after the auction is $400+$160 = $<<400+160=560>>560
How much did the TV and the phone sell for in total? ** In total, the TV and the phone sold for $700+$560 = $<<700+560=1260>>1260 at the auction
#### 1260"
Mary is building a mosaic for her school cafeteria's wall. It will be 10 feet tall and 15 feet long. Each tile she uses is 1 inch square. How many tiles will she need?,"How many inches are in the length of the mural? ** First convert the length of the mural to inches: 15 feet * 12 inches/foot = <<15*12=180>>180 inches
How many inches are in the height of the mural? ** Then convert the height of the mural to inches: 10 feet * 12 inches/foot = <<10*12=120>>120 inches
How many tiles will she need? ** Then multiply the length and the height to find the total area of the mural: 180 inches * 120 inches = <<180*120=21600>>21600 square inches. Since each tile is 1 square inch, this is also the number of tiles she needs.
#### 21600"
Seth and his brother want to see their favorite band in concert.  The tickets are $50.00 each.  There is a 15% processing fee for the tickets.  They are also charged $10.00 for parking and an additional $5.00 per person entrance fee.  How much will it cost to go to the concert?,"How much are the tickets? ** The tickets are $50.00 each and they need 2 tickets so that's 50*2 = $<<50*2=100.00>>100.00
How much is the processing fee? ** There is a 15% processing fee for the tickets so that's 100*.15 = $<<100*.15=15.00>>15.00
How much are the tickets and the processing fee? ** The tickets are $100.00 and the processing fee is $15.00 for a total of 100+15 = $<<100+15=115.00>>115.00
How much is the entrance fee? ** There is a $5.00 per person entrance fee and there are 2 people so that's 5*2 = $<<5*2=10.00>>10.00
How much will it cost to go to the concert? ** The tickets are $115.00, parking is $10.00 and the entrance fee is $10.0 for a total of 115+10+10 = $<<115+10+10=135.00>>135.00
#### 135"
Sandra's dog gave birth to 7 puppies. Her vet gave her 105 portions of formula to give to the puppies for 5 days. How many times a day should Sandra feed the puppies?,"How many portions of formula will Sandra have each day? ** Each day, Sandra will have 105/5 = <<105/5=21>>21 portions of formula.
How many times a day should Sandra feed the puppies? ** Each puppy needs to be fed 21/7 = <<21/7=3>>3 times a day.
#### 3"
"Steve wanted to make a total of $100 within four days, so he took on a berry-picking job in Sweden. The job paid $2 for every pound of lingonberries picked. On Monday he picked 8 pounds. Tuesday’s harvest was triple what he had picked the previous day. On Wednesday he felt very tired and decided to rest. How many pounds of lingonberries did Steve have to pick on Thursday?","How much did Steve make on Monday? ** On Monday, Steve was paid 8 * 2 = <<8*2=16>>16 dollars
How many pounds did Steve pick on Tuesday? ** Tuesday’s harvest was 3 * 8 = <<3*8=24>>24 pounds
How much did Steve make on Tuesday? ** The 24 pounds Steve picked on Tuesday gave him 24 * 2 = <<24*2=48>>48 dollars
How much did Steve make on the first two days? ** So, the amount Steve earned from the first two days on the job is 16 +48 = <<16+48=64>>64 dollars
How much did Steve make on the first three days? ** Since Steve rested on Wednesday, he made 0 dollars, meaning his earnings were 64 + 0 = <<64+0=64>>64 dollars
How much did Steve miss his target by? ** The difference between Steve’s earnings and his target is 100 - 64 = <<100-64=36>>36 dollars
How many pounds of lingonberries did Steve need to pick on Thursday? ** Since he was paid 2 dollars for each pound of lingonberries, Steve needed to pick 36/2 = <<36/2=18>>18 pounds
#### 18"
"If Ken's house is twice as far from Dawn's house as Mary's house along a certain road, and Ken's house is 4 miles away from Dawn's house along this same road, how much distance (in miles) will Ken cover if he goes from his house to Dawn's house, then Mary's, then back to Dawn's before going back to his own house?","How far is Ken's house from Mary's? ** Ken's house is twice as far from Dawn's house as Mary's, so the distance between Ken's and Mary's is half that between Ken's and Dawn's (4 miles) which means the former is (1/2)*4 miles = <<4*1/2=2>>2 miles
How far is Ken's house from Dawn's? ** If Ken goes from his house to Dawn's, he has covered 4 miles
How far is Ken's house from Mary's? ** He goes from there to Mary's (2 miles, same as Ken's to Mary's) for a total of 4+2 = <<4+2=6>>6 miles.
How far is Ken's house from Dawn's? ** He goes back to Dawn's (another 2 miles) for a total of 6+2 = <<6+2=8>>8 miles
How far is Ken's house from his own? ** Then he goes to his own house (4 miles) for a final total of 8+4 = <<8+4=12>>12 miles
#### 12"
"Mary went to the store to buy fruit. Apples cost $1, oranges cost $2, and bananas cost $3. For every 5 fruits that customers buy, the store offers a $1 discount. Mary buys 5 apples, 3 oranges, and 2 bananas. How much will she pay?","How much will Mary pay for apples? ** For 5 apples, Mary will pay 5*1= <<5*1=5>>5 dollars.
How much will Mary pay for oranges? ** For 3 oranges, she will pay 3*2= <<3*2=6>>6 dollars.
How much will Mary pay for bananas? ** For 2 bananas, she will pay 2*3 = <<2*3=6>>6 dollars.
How many fruits did Mary buy? ** She bought 5+3+2=<<5+3+2=10>>10 fruits
How much of a discount does Mary get? ** For 10 fruits, Mary gets a discount of 10/5 = <<10/5=2>>2 dollars.
How much will Mary pay? ** In total, the bill is 5 + 6 + 6 = <<5+6+6=17>>17 dollars.
How much will Mary pay? ** Subtracting the discount offered by the stores, Mary will pay 17 - 2 = <<17-2=15>>15 dollars.
#### 15"
"Katy makes some brownies to eat throughout the week. She eats 5 on Monday and twice as many on Tuesday. After she has eaten the brownies on Tuesday, all of the brownies she made are gone. How many brownies did Katy make?","How many brownies did Katy eat on Tuesday? ** On Tuesday, Katy ate 5 brownies * 2 = <<5*2=10>>10 brownies.
How many brownies did Katy make? ** As she has eaten all of the brownies she made, she must have made 5 Monday brownies + 10 Tuesday brownies = <<5+10=15>>15 brownies.
#### 15"
"Bridgette has 2 dogs, 3 cats, and 4 birds. She gives the dogs a bath twice a month. She gives the cats a bath once a month. She gives the birds a bath once every 4 months. In a year, how many baths does she give?","How many baths does each dog get? ** Each dog gets 24 baths a year because 2 x 12 = <<2*12=24>>24
How many baths does each cat get? ** Each cat gets 12 baths a year because 1 x 12 = <<1*12=12>>12
How many baths does each bird get? ** Each bird averages .25 baths per month because 1 / 4 = <<1/4=.25>>.25
How many baths does each bird get? ** Each bird gets 3 baths a year because .25 x 12 = <<.25*12=3>>3
How many dog baths does she give? ** She gives 48 dog baths because 2 x 24 = <<2*24=48>>48
How many cat baths does she give? ** She gives 72 cat baths because 3 x 12 = 36
How many bird baths does she give? ** She gives 12 bird baths a year because 4 x 3 = <<4*3=12>>12
How many baths does she give? ** She gives 132 baths a year because 48 + 36+ 12 = <<48+36+12=96>>96
#### 96"
